instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,year,bike_recommendation
10415,2012-03-15,1,1,3,1,0,4,1,1,0.5,0.4848,0.59,0.1045,15,8,23,Thursday,2012,YA
10416,2012-03-15,1,1,3,2,0,4,1,1,0.5,0.4848,0.59,0.0,14,5,19,Thursday,2012,YA
10417,2012-03-15,1,1,3,3,0,4,1,1,0.5,0.4848,0.63,0.0,0,7,7,Thursday,2012,YA
10418,2012-03-15,1,1,3,4,0,4,1,1,0.44,0.4394,0.77,0.1045,11,3,14,Thursday,2012,YA
10419,2012-03-15,1,1,3,5,0,4,1,1,0.46,0.4545,0.67,0.0,2,24,26,Thursday,2012,YA
10420,2012-03-15,1,1,3,6,0,4,1,1,0.44,0.4394,0.72,0.0896,4,113,117,Thursday,2012,YA
10421,2012-03-15,1,1,3,7,0,4,1,1,0.44,0.4394,0.72,0.0896,14,367,381,Thursday,2012,YA
10422,2012-03-15,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,21,602,623,Thursday,2012,YA
10423,2012-03-15,1,1,3,9,0,4,1,1,0.48,0.4697,0.77,0.0896,30,285,315,Thursday,2012,YA
10424,2012-03-15,1,1,3,10,0,4,1,1,0.52,0.5,0.68,0.1045,34,130,164,Thursday,2012,YA
10425,2012-03-15,1,1,3,11,0,4,1,1,0.56,0.5303,0.6,0.1343,60,151,211,Thursday,2012,YA
10426,2012-03-15,1,1,3,12,0,4,1,2,0.62,0.6212,0.5,0.1343,59,206,265,Thursday,2012,YA
10427,2012-03-15,1,1,3,13,0,4,1,2,0.66,0.6212,0.41,0.0896,62,211,273,Thursday,2012,YA
10428,2012-03-15,1,1,3,14,0,4,1,2,0.72,0.6515,0.3,0.1045,81,177,258,Thursday,2012,TIDAK
10429,2012-03-15,1,1,3,15,0,4,1,1,0.72,0.6515,0.32,0.2239,100,187,287,Thursday,2012,TIDAK
10430,2012-03-15,1,1,3,16,0,4,1,1,0.72,0.6515,0.37,0.3881,95,331,426,Thursday,2012,TIDAK
10431,2012-03-15,1,1,3,17,0,4,1,1,0.7,0.6364,0.39,0.2537,79,634,713,Thursday,2012,YA
10432,2012-03-15,1,1,3,18,0,4,1,1,0.66,0.6212,0.44,0.2836,98,648,746,Thursday,2012,YA
10433,2012-03-15,1,1,3,19,0,4,1,2,0.64,0.6212,0.5,0.194,72,353,425,Thursday,2012,YA
10434,2012-03-15,1,1,3,20,0,4,1,2,0.58,0.5455,0.6,0.3582,60,270,330,Thursday,2012,YA
10435,2012-03-15,1,1,3,21,0,4,1,1,0.54,0.5152,0.68,0.2836,36,207,243,Thursday,2012,YA
10436,2012-03-15,1,1,3,22,0,4,1,1,0.52,0.5,0.68,0.1343,32,137,169,Thursday,2012,YA
10437,2012-03-15,1,1,3,23,0,4,1,1,0.48,0.4697,0.72,0.194,12,85,97,Thursday,2012,YA
10438,2012-03-16,1,1,3,0,0,5,1,1,0.44,0.4394,0.77,0.2537,8,49,57,Friday,2012,YA
10439,2012-03-16,1,1,3,1,0,5,1,2,0.42,0.4242,0.82,0.3284,4,22,26,Friday,2012,TIDAK
10440,2012-03-16,1,1,3,2,0,5,1,2,0.42,0.4242,0.82,0.194,0,4,4,Friday,2012,TIDAK
10441,2012-03-16,1,1,3,3,0,5,1,2,0.4,0.4091,0.87,0.2836,0,3,3,Friday,2012,TIDAK
10442,2012-03-16,1,1,3,4,0,5,1,2,0.4,0.4091,0.87,0.2537,0,3,3,Friday,2012,TIDAK
10443,2012-03-16,1,1,3,5,0,5,1,2,0.4,0.4091,0.87,0.2239,2,30,32,Friday,2012,TIDAK
10444,2012-03-16,1,1,3,6,0,5,1,2,0.4,0.4091,0.87,0.1642,3,96,99,Friday,2012,TIDAK
10445,2012-03-16,1,1,3,7,0,5,1,2,0.4,0.4091,0.87,0.194,13,265,278,Friday,2012,TIDAK
10446,2012-03-16,1,1,3,8,0,5,1,2,0.4,0.4091,0.87,0.2239,28,534,562,Friday,2012,TIDAK
10447,2012-03-16,1,1,3,9,0,5,1,2,0.42,0.4242,0.82,0.0,35,277,312,Friday,2012,TIDAK
10448,2012-03-16,1,1,3,10,0,5,1,2,0.4,0.4091,0.87,0.0896,44,136,180,Friday,2012,TIDAK
10449,2012-03-16,1,1,3,11,0,5,1,2,0.44,0.4394,0.77,0.0,40,167,207,Friday,2012,YA
10450,2012-03-16,1,1,3,12,0,5,1,2,0.44,0.4394,0.82,0.1343,72,222,294,Friday,2012,TIDAK
10451,2012-03-16,1,1,3,13,0,5,1,2,0.46,0.4545,0.77,0.0896,52,208,260,Friday,2012,YA
10452,2012-03-16,1,1,3,14,0,5,1,2,0.48,0.4697,0.72,0.0,56,146,202,Friday,2012,YA
10453,2012-03-16,1,1,3,15,0,5,1,3,0.46,0.4545,0.82,0.1045,19,88,107,Friday,2012,TIDAK
10454,2012-03-16,1,1,3,16,0,5,1,3,0.48,0.4697,0.77,0.0,18,111,129,Friday,2012,TIDAK
10455,2012-03-16,1,1,3,17,0,5,1,3,0.48,0.4697,0.82,0.0896,23,235,258,Friday,2012,TIDAK
10456,2012-03-16,1,1,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,31,377,408,Friday,2012,TIDAK
10457,2012-03-16,1,1,3,19,0,5,1,2,0.46,0.4545,0.88,0.0,23,273,296,Friday,2012,TIDAK
10458,2012-03-16,1,1,3,20,0,5,1,1,0.46,0.4545,0.88,0.0,31,204,235,Friday,2012,TIDAK
10459,2012-03-16,1,1,3,21,0,5,1,2,0.44,0.4394,0.94,0.0,8,144,152,Friday,2012,TIDAK
10460,2012-03-16,1,1,3,22,0,5,1,2,0.44,0.4394,0.94,0.0,16,132,148,Friday,2012,TIDAK
10461,2012-03-16,1,1,3,23,0,5,1,2,0.44,0.4394,0.94,0.0,22,104,126,Friday,2012,TIDAK
10462,2012-03-17,1,1,3,0,0,6,0,2,0.44,0.4394,0.94,0.0896,13,87,100,Saturday,2012,TIDAK
10463,2012-03-17,1,1,3,1,0,6,0,2,0.44,0.4394,0.94,0.0,12,57,69,Saturday,2012,TIDAK
10464,2012-03-17,1,1,3,2,0,6,0,2,0.44,0.4394,0.88,0.0,10,32,42,Saturday,2012,TIDAK
10465,2012-03-17,1,1,3,3,0,6,0,2,0.44,0.4394,0.88,0.0,2,24,26,Saturday,2012,TIDAK
10466,2012-03-17,1,1,3,4,0,6,0,2,0.42,0.4242,0.94,0.0,0,2,2,Saturday,2012,TIDAK
10467,2012-03-17,1,1,3,5,0,6,0,2,0.42,0.4242,0.94,0.0896,5,3,8,Saturday,2012,TIDAK
10468,2012-03-17,1,1,3,6,0,6,0,2,0.42,0.4242,0.94,0.194,1,29,30,Saturday,2012,TIDAK
10469,2012-03-17,1,1,3,7,0,6,0,2,0.4,0.4091,1.0,0.1343,29,57,86,Saturday,2012,TIDAK
10470,2012-03-17,1,1,3,8,0,6,0,2,0.42,0.4242,0.94,0.1045,63,155,218,Saturday,2012,TIDAK
10471,2012-03-17,1,1,3,9,0,6,0,2,0.44,0.4394,0.88,0.0896,104,217,321,Saturday,2012,TIDAK
10472,2012-03-17,1,1,3,10,0,6,0,2,0.5,0.4848,0.77,0.0896,140,303,443,Saturday,2012,YA
10473,2012-03-17,1,1,3,11,0,6,0,2,0.52,0.5,0.77,0.1343,226,359,585,Saturday,2012,YA
10474,2012-03-17,1,1,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642,286,365,651,Saturday,2012,YA
10475,2012-03-17,1,1,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045,286,400,686,Saturday,2012,YA
10476,2012-03-17,1,1,3,14,0,6,0,1,0.62,0.6212,0.53,0.0896,352,338,690,Saturday,2012,YA
10477,2012-03-17,1,1,3,15,0,6,0,1,0.64,0.6212,0.53,0.1343,357,322,679,Saturday,2012,YA
10478,2012-03-17,1,1,3,16,0,6,0,1,0.64,0.6212,0.5,0.0,367,318,685,Saturday,2012,YA
10479,2012-03-17,1,1,3,17,0,6,0,1,0.64,0.6212,0.5,0.1343,291,357,648,Saturday,2012,YA
10480,2012-03-17,1,1,3,18,0,6,0,1,0.62,0.6212,0.57,0.2985,221,339,560,Saturday,2012,YA
10481,2012-03-17,1,1,3,19,0,6,0,1,0.58,0.5455,0.64,0.2836,155,262,417,Saturday,2012,YA
10482,2012-03-17,1,1,3,20,0,6,0,1,0.56,0.5303,0.64,0.194,89,182,271,Saturday,2012,YA
10483,2012-03-17,1,1,3,21,0,6,0,1,0.54,0.5152,0.68,0.1642,54,169,223,Saturday,2012,YA
10484,2012-03-17,1,1,3,22,0,6,0,1,0.54,0.5152,0.68,0.0,58,153,211,Saturday,2012,YA
10485,2012-03-17,1,1,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642,34,151,185,Saturday,2012,YA
10486,2012-03-18,1,1,3,0,0,0,0,1,0.46,0.4545,0.88,0.194,27,80,107,Sunday,2012,TIDAK
10487,2012-03-18,1,1,3,1,0,0,0,1,0.46,0.4545,0.82,0.1343,25,88,113,Sunday,2012,TIDAK
10488,2012-03-18,1,1,3,2,0,0,0,2,0.46,0.4545,0.82,0.1045,15,41,56,Sunday,2012,TIDAK
10489,2012-03-18,1,1,3,3,0,0,0,2,0.44,0.4394,0.88,0.1343,3,15,18,Sunday,2012,TIDAK
10490,2012-03-18,1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642,6,8,14,Sunday,2012,TIDAK
10491,2012-03-18,1,1,3,5,0,0,0,2,0.4,0.4091,0.94,0.1045,0,6,6,Sunday,2012,TIDAK
10492,2012-03-18,1,1,3,6,0,0,0,2,0.4,0.4091,0.94,0.1045,2,9,11,Sunday,2012,TIDAK
10493,2012-03-18,1,1,3,7,0,0,0,3,0.42,0.4242,0.88,0.1642,17,25,42,Sunday,2012,TIDAK
10494,2012-03-18,1,1,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045,25,71,96,Sunday,2012,TIDAK
10495,2012-03-18,1,1,3,9,0,0,0,2,0.42,0.4242,0.88,0.0896,65,113,178,Sunday,2012,TIDAK
10496,2012-03-18,1,1,3,10,0,0,0,2,0.42,0.4242,0.88,0.1045,139,212,351,Sunday,2012,TIDAK
10497,2012-03-18,1,1,3,11,0,0,0,2,0.44,0.4394,0.82,0.1642,129,239,368,Sunday,2012,TIDAK
10498,2012-03-18,1,1,3,12,0,0,0,2,0.44,0.4394,0.88,0.1343,222,281,503,Sunday,2012,TIDAK
10499,2012-03-18,1,1,3,13,0,0,0,2,0.46,0.4545,0.82,0.1642,198,346,544,Sunday,2012,TIDAK
10500,2012-03-18,1,1,3,14,0,0,0,2,0.5,0.4848,0.77,0.0896,218,303,521,Sunday,2012,YA
10501,2012-03-18,1,1,3,15,0,0,0,1,0.54,0.5152,0.68,0.0896,240,314,554,Sunday,2012,YA
10502,2012-03-18,1,1,3,16,0,0,0,1,0.54,0.5152,0.73,0.0896,229,312,541,Sunday,2012,YA
10503,2012-03-18,1,1,3,17,0,0,0,1,0.56,0.5303,0.64,0.0896,233,308,541,Sunday,2012,YA
10504,2012-03-18,1,1,3,18,0,0,0,1,0.56,0.5303,0.64,0.1642,165,294,459,Sunday,2012,YA
10505,2012-03-18,1,1,3,19,0,0,0,1,0.56,0.5303,0.64,0.1642,118,234,352,Sunday,2012,YA
10506,2012-03-18,1,1,3,20,0,0,0,1,0.52,0.5,0.77,0.1343,59,139,198,Sunday,2012,YA
10507,2012-03-18,1,1,3,21,0,0,0,1,0.52,0.5,0.72,0.0896,44,129,173,Sunday,2012,YA
10508,2012-03-18,1,1,3,22,0,0,0,1,0.5,0.4848,0.77,0.1045,21,79,100,Sunday,2012,YA
10509,2012-03-18,1,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1642,7,39,46,Sunday,2012,TIDAK
10510,2012-03-19,1,1,3,0,0,1,1,1,0.48,0.4697,0.82,0.1045,4,19,23,Monday,2012,TIDAK
10511,2012-03-19,1,1,3,1,0,1,1,1,0.46,0.4545,0.88,0.1045,0,15,15,Monday,2012,TIDAK
10512,2012-03-19,1,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.1642,1,7,8,Monday,2012,TIDAK
10513,2012-03-19,1,1,3,3,0,1,1,1,0.46,0.4545,0.88,0.0896,0,2,2,Monday,2012,TIDAK
10514,2012-03-19,1,1,3,4,0,1,1,1,0.44,0.4394,0.94,0.0,0,3,3,Monday,2012,TIDAK
10515,2012-03-19,1,1,3,5,0,1,1,1,0.44,0.4394,0.94,0.0,0,31,31,Monday,2012,TIDAK
10516,2012-03-19,1,1,3,6,0,1,1,1,0.46,0.4545,0.88,0.1343,2,118,120,Monday,2012,TIDAK
10517,2012-03-19,1,1,3,7,0,1,1,1,0.46,0.4545,0.88,0.194,25,329,354,Monday,2012,TIDAK
10518,2012-03-19,1,1,3,8,0,1,1,1,0.46,0.4545,0.88,0.1045,16,563,579,Monday,2012,TIDAK
10519,2012-03-19,1,1,3,9,0,1,1,1,0.5,0.4848,0.72,0.1642,55,276,331,Monday,2012,YA
10520,2012-03-19,1,1,3,10,0,1,1,1,0.52,0.5,0.72,0.1343,56,128,184,Monday,2012,YA
10521,2012-03-19,1,1,3,11,0,1,1,1,0.56,0.5303,0.68,0.1642,56,145,201,Monday,2012,YA
10522,2012-03-19,1,1,3,12,0,1,1,1,0.6,0.6061,0.64,0.2537,71,211,282,Monday,2012,YA
10523,2012-03-19,1,1,3,13,0,1,1,1,0.62,0.6061,0.61,0.2537,69,194,263,Monday,2012,YA
10524,2012-03-19,1,1,3,14,0,1,1,2,0.64,0.6212,0.57,0.194,60,200,260,Monday,2012,YA
10525,2012-03-19,1,1,3,15,0,1,1,1,0.64,0.6212,0.57,0.2239,97,189,286,Monday,2012,YA
10526,2012-03-19,1,1,3,16,0,1,1,1,0.66,0.6212,0.5,0.2239,65,320,385,Monday,2012,YA
10527,2012-03-19,1,1,3,17,0,1,1,1,0.64,0.6212,0.53,0.2239,106,615,721,Monday,2012,YA
10528,2012-03-19,1,1,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,120,681,801,Monday,2012,YA
10529,2012-03-19,1,1,3,19,0,1,1,1,0.62,0.6061,0.61,0.2239,86,463,549,Monday,2012,YA
10530,2012-03-19,1,1,3,20,0,1,1,1,0.6,0.6061,0.64,0.2239,34,296,330,Monday,2012,YA
10531,2012-03-19,1,1,3,21,0,1,1,1,0.6,0.6061,0.64,0.1642,33,190,223,Monday,2012,YA
10532,2012-03-19,1,1,3,22,0,1,1,2,0.56,0.5303,0.73,0.1642,17,131,148,Monday,2012,YA
10533,2012-03-19,1,1,3,23,0,1,1,2,0.56,0.5303,0.78,0.1343,9,45,54,Monday,2012,YA
10534,2012-03-20,1,1,3,0,0,2,1,2,0.56,0.5303,0.78,0.0896,5,24,29,Tuesday,2012,YA
10535,2012-03-20,1,1,3,1,0,2,1,1,0.54,0.5152,0.88,0.0,6,9,15,Tuesday,2012,TIDAK
10536,2012-03-20,1,1,3,2,0,2,1,1,0.54,0.5152,0.88,0.0896,2,8,10,Tuesday,2012,TIDAK
10537,2012-03-20,1,1,3,3,0,2,1,2,0.54,0.5152,0.88,0.0,0,3,3,Tuesday,2012,TIDAK
10538,2012-03-20,1,1,3,4,0,2,1,2,0.52,0.5,0.88,0.1343,0,6,6,Tuesday,2012,TIDAK
10539,2012-03-20,1,1,3,5,0,2,1,2,0.52,0.5,0.94,0.0,0,20,20,Tuesday,2012,TIDAK
10540,2012-03-20,1,1,3,6,0,2,1,2,0.52,0.5,0.94,0.1642,6,94,100,Tuesday,2012,TIDAK
10541,2012-03-20,1,1,3,7,0,2,1,3,0.52,0.5,0.94,0.2239,3,167,170,Tuesday,2012,TIDAK
10542,2012-03-20,1,1,3,8,0,2,1,2,0.52,0.5,0.88,0.1045,28,488,516,Tuesday,2012,TIDAK
10543,2012-03-20,1,1,3,9,0,2,1,2,0.54,0.5152,0.88,0.1642,41,284,325,Tuesday,2012,TIDAK
10544,2012-03-20,1,1,3,10,0,2,1,1,0.54,0.5152,0.88,0.194,44,119,163,Tuesday,2012,TIDAK
10545,2012-03-20,1,1,3,11,0,2,1,1,0.58,0.5455,0.83,0.1343,74,156,230,Tuesday,2012,TIDAK
10546,2012-03-20,1,1,3,12,0,2,1,1,0.6,0.5758,0.78,0.2537,56,205,261,Tuesday,2012,YA
10547,2012-03-20,1,1,3,13,0,2,1,1,0.6,0.5758,0.78,0.194,77,207,284,Tuesday,2012,YA
10548,2012-03-20,1,1,3,14,0,2,1,2,0.6,0.5909,0.73,0.1642,66,182,248,Tuesday,2012,YA
10549,2012-03-20,1,1,3,15,0,2,1,2,0.62,0.6061,0.69,0.1045,67,177,244,Tuesday,2012,YA
10550,2012-03-20,1,1,3,16,0,2,1,1,0.62,0.6061,0.66,0.2239,99,332,431,Tuesday,2012,YA
10551,2012-03-20,1,1,3,17,0,2,1,1,0.6,0.5909,0.73,0.194,108,642,750,Tuesday,2012,YA
10552,2012-03-20,1,1,3,18,0,2,1,1,0.6,0.5909,0.69,0.2537,136,665,801,Tuesday,2012,YA
10553,2012-03-20,1,1,3,19,0,2,1,1,0.58,0.5455,0.73,0.1343,75,480,555,Tuesday,2012,YA
10554,2012-03-20,1,1,3,20,0,2,1,1,0.58,0.5455,0.68,0.0896,78,299,377,Tuesday,2012,YA
10555,2012-03-20,1,1,3,21,0,2,1,1,0.56,0.5303,0.73,0.0,38,239,277,Tuesday,2012,YA
10556,2012-03-20,1,1,3,22,0,2,1,1,0.54,0.5152,0.77,0.0,32,156,188,Tuesday,2012,YA
10557,2012-03-20,1,1,3,23,0,2,1,1,0.52,0.5,0.83,0.0,10,80,90,Tuesday,2012,TIDAK
10558,2012-03-21,2,1,3,0,0,3,1,1,0.52,0.5,0.88,0.0,4,29,33,Wednesday,2012,TIDAK
10559,2012-03-21,2,1,3,1,0,3,1,1,0.52,0.5,0.83,0.0896,4,22,26,Wednesday,2012,TIDAK
10560,2012-03-21,2,1,3,2,0,3,1,1,0.5,0.4848,0.88,0.1343,2,8,10,Wednesday,2012,TIDAK
10561,2012-03-21,2,1,3,3,0,3,1,2,0.5,0.4848,0.88,0.194,1,7,8,Wednesday,2012,TIDAK
10562,2012-03-21,2,1,3,4,0,3,1,2,0.5,0.4848,0.88,0.1343,0,4,4,Wednesday,2012,TIDAK
10563,2012-03-21,2,1,3,5,0,3,1,2,0.5,0.4848,0.88,0.1343,4,35,39,Wednesday,2012,TIDAK
10564,2012-03-21,2,1,3,6,0,3,1,2,0.48,0.4697,0.94,0.2239,10,139,149,Wednesday,2012,TIDAK
10565,2012-03-21,2,1,3,7,0,3,1,3,0.48,0.4697,0.94,0.194,34,338,372,Wednesday,2012,TIDAK
10566,2012-03-21,2,1,3,8,0,3,1,3,0.48,0.4697,0.94,0.1045,33,502,535,Wednesday,2012,TIDAK
10567,2012-03-21,2,1,3,9,0,3,1,2,0.5,0.4848,0.88,0.1642,38,255,293,Wednesday,2012,TIDAK
10568,2012-03-21,2,1,3,10,0,3,1,2,0.52,0.5,0.83,0.1642,30,124,154,Wednesday,2012,TIDAK
10569,2012-03-21,2,1,3,11,0,3,1,2,0.52,0.5,0.83,0.1642,38,154,192,Wednesday,2012,TIDAK
10570,2012-03-21,2,1,3,12,0,3,1,2,0.54,0.5152,0.77,0.0,58,171,229,Wednesday,2012,YA
10571,2012-03-21,2,1,3,13,0,3,1,2,0.54,0.5152,0.83,0.0,81,222,303,Wednesday,2012,TIDAK
10572,2012-03-21,2,1,3,14,0,3,1,2,0.56,0.5303,0.78,0.0,74,151,225,Wednesday,2012,YA
10573,2012-03-21,2,1,3,15,0,3,1,2,0.56,0.5303,0.78,0.0,68,175,243,Wednesday,2012,YA
10574,2012-03-21,2,1,3,16,0,3,1,1,0.58,0.5455,0.73,0.0,91,287,378,Wednesday,2012,YA
10575,2012-03-21,2,1,3,17,0,3,1,1,0.6,0.5909,0.69,0.0896,113,616,729,Wednesday,2012,YA
10576,2012-03-21,2,1,3,18,0,3,1,1,0.6,0.5909,0.69,0.0,152,627,779,Wednesday,2012,YA
10577,2012-03-21,2,1,3,19,0,3,1,1,0.6,0.6061,0.64,0.0,86,496,582,Wednesday,2012,YA
10578,2012-03-21,2,1,3,20,0,3,1,1,0.56,0.5303,0.78,0.0896,76,298,374,Wednesday,2012,YA
10579,2012-03-21,2,1,3,21,0,3,1,1,0.54,0.5152,0.83,0.1045,47,204,251,Wednesday,2012,TIDAK
10580,2012-03-21,2,1,3,22,0,3,1,1,0.52,0.5,0.83,0.1642,41,156,197,Wednesday,2012,TIDAK
10581,2012-03-21,2,1,3,23,0,3,1,1,0.54,0.5152,0.77,0.0,37,88,125,Wednesday,2012,YA
10582,2012-03-22,2,1,3,0,0,4,1,1,0.52,0.5,0.83,0.0896,9,32,41,Thursday,2012,TIDAK
10583,2012-03-22,2,1,3,1,0,4,1,1,0.52,0.5,0.83,0.0896,14,16,30,Thursday,2012,TIDAK
10584,2012-03-22,2,1,3,2,0,4,1,1,0.52,0.5,0.83,0.0896,1,5,6,Thursday,2012,TIDAK
10585,2012-03-22,2,1,3,3,0,4,1,1,0.52,0.5,0.83,0.0896,0,7,7,Thursday,2012,TIDAK
10586,2012-03-22,2,1,3,4,0,4,1,2,0.48,0.4697,1.0,0.0896,0,6,6,Thursday,2012,TIDAK
10587,2012-03-22,2,1,3,5,0,4,1,2,0.48,0.4697,1.0,0.0896,2,32,34,Thursday,2012,TIDAK
10588,2012-03-22,2,1,3,6,0,4,1,2,0.48,0.4697,1.0,0.0896,10,126,136,Thursday,2012,TIDAK
10589,2012-03-22,2,1,3,7,0,4,1,2,0.48,0.4697,1.0,0.0896,29,332,361,Thursday,2012,TIDAK
10590,2012-03-22,2,1,3,8,0,4,1,2,0.5,0.4848,0.94,0.0896,51,598,649,Thursday,2012,TIDAK
10591,2012-03-22,2,1,3,9,0,4,1,2,0.5,0.4848,0.94,0.0896,41,277,318,Thursday,2012,TIDAK
10592,2012-03-22,2,1,3,10,0,4,1,2,0.5,0.4848,1.0,0.0896,32,110,142,Thursday,2012,TIDAK
10593,2012-03-22,2,1,3,11,0,4,1,2,0.52,0.5,0.94,0.0,53,166,219,Thursday,2012,TIDAK
10594,2012-03-22,2,1,3,12,0,4,1,2,0.54,0.5152,0.88,0.194,48,224,272,Thursday,2012,TIDAK
10595,2012-03-22,2,1,3,13,0,4,1,1,0.58,0.5455,0.78,0.0896,83,215,298,Thursday,2012,YA
10596,2012-03-22,2,1,3,14,0,4,1,1,0.6,0.5909,0.73,0.1045,96,161,257,Thursday,2012,YA
10597,2012-03-22,2,1,3,15,0,4,1,1,0.62,0.6061,0.69,0.194,102,202,304,Thursday,2012,YA
10598,2012-03-22,2,1,3,16,0,4,1,1,0.64,0.6061,0.65,0.194,125,300,425,Thursday,2012,YA
10599,2012-03-22,2,1,3,17,0,4,1,1,0.66,0.6212,0.65,0.1642,154,656,810,Thursday,2012,YA
10600,2012-03-22,2,1,3,18,0,4,1,1,0.66,0.6212,0.65,0.1642,147,654,801,Thursday,2012,YA
10601,2012-03-22,2,1,3,19,0,4,1,1,0.66,0.6212,0.61,0.0,117,469,586,Thursday,2012,YA
10602,2012-03-22,2,1,3,20,0,4,1,1,0.62,0.5909,0.73,0.2836,64,360,424,Thursday,2012,YA
10603,2012-03-22,2,1,3,21,0,4,1,1,0.58,0.5455,0.78,0.1642,66,308,374,Thursday,2012,YA
10604,2012-03-22,2,1,3,22,0,4,1,1,0.56,0.5303,0.83,0.194,56,164,220,Thursday,2012,TIDAK
10605,2012-03-22,2,1,3,23,0,4,1,1,0.56,0.5303,0.83,0.0896,34,117,151,Thursday,2012,TIDAK
10606,2012-03-23,2,1,3,0,0,5,1,1,0.56,0.5303,0.83,0.0,30,65,95,Friday,2012,TIDAK
10607,2012-03-23,2,1,3,1,0,5,1,1,0.54,0.5152,0.88,0.0,18,32,50,Friday,2012,TIDAK
10608,2012-03-23,2,1,3,2,0,5,1,1,0.54,0.5152,0.88,0.0896,12,20,32,Friday,2012,TIDAK
10609,2012-03-23,2,1,3,3,0,5,1,1,0.52,0.5,0.88,0.1045,4,6,10,Friday,2012,TIDAK
10610,2012-03-23,2,1,3,4,0,5,1,2,0.5,0.4848,0.94,0.1045,0,3,3,Friday,2012,TIDAK
10611,2012-03-23,2,1,3,5,0,5,1,2,0.5,0.4848,0.94,0.0,5,29,34,Friday,2012,TIDAK
10612,2012-03-23,2,1,3,6,0,5,1,2,0.5,0.4848,0.88,0.0,6,110,116,Friday,2012,TIDAK
10613,2012-03-23,2,1,3,7,0,5,1,2,0.5,0.4848,0.93,0.1343,28,318,346,Friday,2012,TIDAK
10614,2012-03-23,2,1,3,8,0,5,1,2,0.5,0.4848,0.94,0.1343,47,615,662,Friday,2012,TIDAK
10615,2012-03-23,2,1,3,9,0,5,1,2,0.52,0.5,0.9,0.0896,75,305,380,Friday,2012,TIDAK
10616,2012-03-23,2,1,3,10,0,5,1,2,0.56,0.5303,0.88,0.1045,125,150,275,Friday,2012,TIDAK
10617,2012-03-23,2,1,3,11,0,5,1,2,0.62,0.5909,0.73,0.1045,131,187,318,Friday,2012,YA
10618,2012-03-23,2,1,3,12,0,5,1,2,0.66,0.6212,0.61,0.2239,199,272,471,Friday,2012,YA
10619,2012-03-23,2,1,3,13,0,5,1,2,0.7,0.6515,0.48,0.0,172,256,428,Friday,2012,YA
10620,2012-03-23,2,1,3,14,0,5,1,2,0.72,0.6515,0.42,0.1045,208,224,432,Friday,2012,TIDAK
10621,2012-03-23,2,1,3,15,0,5,1,2,0.72,0.6515,0.42,0.1343,191,281,472,Friday,2012,TIDAK
10622,2012-03-23,2,1,3,16,0,5,1,2,0.72,0.6515,0.42,0.1642,219,370,589,Friday,2012,TIDAK
10623,2012-03-23,2,1,3,17,0,5,1,2,0.72,0.6515,0.42,0.1642,264,693,957,Friday,2012,TIDAK
10624,2012-03-23,2,1,3,18,0,5,1,1,0.7,0.6364,0.45,0.1642,237,593,830,Friday,2012,YA
10625,2012-03-23,2,1,3,19,0,5,1,1,0.66,0.6212,0.5,0.194,213,473,686,Friday,2012,YA
10626,2012-03-23,2,1,3,20,0,5,1,1,0.66,0.6212,0.47,0.1343,117,328,445,Friday,2012,YA
10627,2012-03-23,2,1,3,21,0,5,1,1,0.62,0.6212,0.53,0.1045,64,220,284,Friday,2012,YA
10628,2012-03-23,2,1,3,22,0,5,1,1,0.6,0.6061,0.64,0.2836,53,218,271,Friday,2012,YA
10629,2012-03-23,2,1,3,23,0,5,1,1,0.6,0.5909,0.69,0.2537,51,125,176,Friday,2012,YA
10630,2012-03-24,2,1,3,0,0,6,0,1,0.58,0.5455,0.68,0.0,45,111,156,Saturday,2012,YA
10631,2012-03-24,2,1,3,1,0,6,0,1,0.56,0.5303,0.73,0.0896,20,108,128,Saturday,2012,YA
10632,2012-03-24,2,1,3,2,0,6,0,1,0.54,0.5152,0.77,0.1045,14,55,69,Saturday,2012,YA
10633,2012-03-24,2,1,3,3,0,6,0,1,0.54,0.5152,0.77,0.1045,10,22,32,Saturday,2012,YA
10634,2012-03-24,2,1,3,4,0,6,0,1,0.52,0.5,0.83,0.0896,1,6,7,Saturday,2012,TIDAK
10635,2012-03-24,2,1,3,5,0,6,0,2,0.52,0.5,0.83,0.1642,0,4,4,Saturday,2012,TIDAK
10636,2012-03-24,2,1,3,6,0,6,0,2,0.52,0.5,0.83,0.1642,4,24,28,Saturday,2012,TIDAK
10637,2012-03-24,2,1,3,7,0,6,0,2,0.5,0.4848,0.88,0.1343,25,45,70,Saturday,2012,TIDAK
10638,2012-03-24,2,1,3,8,0,6,0,2,0.5,0.4848,0.94,0.194,41,113,154,Saturday,2012,TIDAK
